Name,Grade,Engagement,Socio-Economic Status,First Generation Student,LMS Interactions
Sophia Johnson,20,High,Low,False,37
Bonnie Scott,48,High,Medium,True,25
Raven Strong,40,Low,Medium,False,6
Tara Gill MD,84,Medium,High,True,81
Maria Osborne,67,High,Low,False,51
Jacob Collier,75,Low,High,False,77
Tiffany Smith,10,Low,Low,False,24
Elizabeth Martin,93,Low,Medium,False,3
Cynthia French,92,Medium,Low,True,47
Erin Wiley,6,Medium,Low,True,37
Logan Hays,81,Medium,Low,True,12
Andrew Harris,0,Medium,Medium,False,12
Sarah Barnett,10,High,High,False,34
Jason Phillips,66,Low,Low,False,66
Angela Mcguire,71,Medium,High,False,97
David Todd,0,Low,High,False,98
Gregory Ray,26,Low,High,True,76
Susan Carroll,21,Low,Low,False,8
Dustin Thompson,35,Medium,High,True,23
Angela Harris,14,Medium,Low,True,35
Gary Jackson,29,Medium,Medium,True,65
Alexander Nunez,54,Medium,Medium,False,53
Jason Sanders,87,High,Low,False,14
Edward Ferguson,87,High,High,False,35
Carol Graham,97,Low,Medium,False,39
Gabriela Bond,29,Low,High,True,30
Rebekah Rose,11,High,Medium,False,34
Kenneth Adams,23,High,Low,False,30
Alec Thompson,85,Medium,High,True,58
Dawn Thompson,56,High,High,False,1
Linda Smith,56,Low,Medium,True,69
Chad Potter,11,Low,Low,False,14
Justin Church,59,Low,Low,True,70
Donna Lopez,89,High,High,False,57
Aaron Gonzalez,18,Low,High,False,61
Wanda Walsh,74,Low,Low,False,79
Linda Larson,63,Medium,Medium,False,18
Brandon Tyler,27,Medium,High,True,79
Carlos Schwartz,5,Medium,High,False,16
Connie Walker,83,Low,Medium,False,60
Kenneth Gregory,47,Low,High,False,23
Karen Fisher,54,Low,High,True,85
Dillon Harmon,61,Low,Medium,False,67
Brandon Rogers,36,Medium,Low,True,20
Paul Esparza,3,Low,Low,True,13
Lisa Griffin,27,High,Low,True,0
Elizabeth Montgomery,93,Medium,Low,True,34
Mr. Joel Sandoval,95,High,Medium,True,79
Mrs. Amy Phillips,0,Low,Medium,False,98
Derek Greene,93,Low,Low,False,23
William Thomas,59,Medium,High,True,55
Sarah Anthony,33,Low,High,True,32
Phillip Morris,74,Medium,High,True,54
Anthony Stephens,96,High,Medium,True,75
Debra Craig,96,Medium,High,True,97
Jason Cruz,48,Low,Medium,False,45
Jamie Bautista,23,High,High,True,71
Charles White,50,Medium,High,True,46
Ashley Ford,65,High,High,False,13
Jeremiah Morgan,52,High,Medium,False,91
Mark Webster,43,High,Medium,True,30
Michael Taylor,5,Medium,Medium,True,87
Phyllis Harvey,76,Low,Low,True,61
Teresa Barker,17,High,Low,False,93
Tracey Bird,3,Low,High,False,5
Joseph Turner,68,High,High,True,84
Mckenzie Avila,8,Medium,High,True,33
Michelle Fry,9,High,Low,False,90
Nicole Maxwell,98,Low,High,True,52
Kyle Farrell,54,Medium,Medium,True,15
Paul Silva,74,High,High,True,16
Robert Powell,53,Medium,Low,False,72
Shelia Bishop,22,Medium,Low,True,4
Ashley Fry,64,Medium,Medium,False,8
Christopher Acevedo,59,Low,Medium,True,28
Ruth Wright,92,Low,Medium,False,26
Hannah Martin,62,Low,Medium,False,12
Wesley Gilbert,9,High,Low,True,93
Kayla Simon,16,Medium,Medium,False,89
Natasha Davies,72,Low,High,True,32
Christina Cortez,24,High,High,True,70
Catherine Roberts,64,Medium,Medium,False,74
Robert Wood,27,High,Low,True,90
David Haynes,62,Low,Medium,True,17
Alexandria Collins,34,Low,Low,False,47
Mark Lang,22,High,Low,True,100
Eric Young,81,Medium,High,False,15
Evan Brown,58,Low,High,True,62
Kevin West,0,Low,Low,True,24
Donna Ray,48,Medium,Low,True,63
Thomas Mayo,6,High,Low,False,81
Veronica Garcia,76,Medium,Medium,True,58
Sabrina Thornton,48,Medium,High,True,5
Mr. William Romero,3,Low,High,False,69
Thomas Russell,46,Medium,Low,False,71
Donald Davidson,80,Low,High,False,47
Jasmine Wilson,100,High,Medium,False,21
Alexis Carter,80,Low,Low,False,3
Kayla Dickerson,68,Low,Low,False,100
John Miller,88,Low,High,False,4
Ronald Marks,43,Medium,Low,True,79
Charles Dawson,72,Medium,High,True,7
Theresa Schneider,89,High,High,False,20
Lauren Hall,13,High,High,False,44
Jonathan Barnes,99,Medium,High,False,25
Matthew Barton,71,Medium,High,False,67
Adrian Alexander,14,High,Low,True,3
Brandon Taylor,96,High,Low,True,53
Joseph Hale,50,Medium,Low,False,91
Austin Bell,54,Low,Medium,False,3
Jeffrey Wilcox,70,High,High,False,59
Miss Joy Duncan,52,Medium,High,False,9
Jennifer Vega,69,High,High,False,35
James Walton,28,High,High,True,58
Diane French,52,Low,High,False,46
Kayla Ellison,33,Low,Medium,False,67
Charlene Marks,23,High,Medium,False,41
Daniel Rowland,80,Medium,Medium,True,35
Malik Martin,94,Medium,Low,False,25
David Li,44,Medium,Medium,False,17
Donna Clark,40,Medium,Medium,False,17
Joseph Schultz,77,Low,Medium,True,83
Anna Macdonald,39,Medium,High,True,35
Joseph Gibson,100,High,High,False,73
Ernest Hughes,57,High,Medium,False,59
Holly Mendoza,76,Low,Medium,True,81
Kelly Kim,100,Low,Medium,False,94
Savannah Coleman,39,High,Medium,False,69
Claudia Tyler,61,High,Low,False,59
Kim Best,75,High,Low,False,78
Andrea Sanchez,25,Low,Medium,True,41
Meghan Arnold,91,Low,High,False,91
Bernard Howell,37,High,Low,False,49
Charles Hall,1,Low,Medium,False,62
Joshua Curtis,49,Medium,High,False,49
Michael Conway,65,Low,Low,True,70
Meghan Rubio,10,High,Low,True,89
Kyle Proctor,6,High,Medium,False,81
John Ford,66,Medium,Low,False,83
Jennifer Cruz,1,High,Low,True,68
Jason Alvarado,28,High,High,False,76
William Gill,36,High,Medium,False,25
Michelle Reid,17,High,Low,True,89
Frank Shah,31,Low,Low,False,59
Mary Cooper,93,Medium,High,False,24
John Romero,8,Medium,Low,False,32
Erica Obrien,4,Low,Medium,True,97
Andrea Kennedy,59,Low,Medium,False,3
Kristin Johns,69,Low,High,True,18
Benjamin Lewis,100,High,Low,True,95
Dennis Allen,69,Medium,High,True,59
Daniel Webster,11,Low,Low,True,16
Robert Mullins,49,Low,Low,True,24
Chad Rodriguez,39,High,Medium,False,39
Tiffany Burke,43,Low,Low,False,97
David Madden,69,Low,Low,False,63
Anthony Chambers,18,Low,Low,False,45
Brian Hill,61,High,Low,False,95
Justin Mullins,99,High,High,False,47
Danielle Lewis,34,Medium,Low,False,90
Luis Anderson,8,Low,High,False,38
Christy Galvan,51,Low,Low,False,56
Stephanie Bowman,43,Low,Low,True,51
John Cunningham,86,Low,Medium,False,1
Wendy Allen,1,High,Medium,True,87
Dylan Townsend,5,High,Low,True,34
David Jones,5,Low,High,False,11
Timothy Hernandez,11,Low,Medium,True,78
Manuel Sanchez,40,High,Low,True,25
Mrs. Suzanne Barnes,91,High,High,True,100
Heather Jordan,59,Medium,High,True,6
Sara Smith,97,High,Medium,False,1
Lisa James,58,Medium,Medium,False,53
Diana Marsh,94,High,Low,False,36
Jeffrey Jackson,58,High,Low,True,91
Crystal Gonzalez,77,High,High,False,47
Tracy Smith,83,High,Medium,False,27
Matthew Griffin,14,Low,High,True,34
Richard Flores,2,High,High,True,8
Michael Sweeney,2,Medium,High,True,79
Adam Dominguez,71,Low,High,True,17
Jerry Allen II,11,Medium,High,False,35
Joshua Alexander,42,Medium,High,False,63
Melissa Reid,3,Medium,High,False,2
David Edwards,94,Medium,High,True,79
Emma Kline,23,Medium,High,False,61
Janice Holt,4,High,Low,True,93
Crystal Bray,72,Low,High,False,61
Juan Knight,91,Medium,Medium,True,53
Jacob Orozco,66,Medium,Low,False,85
Megan Mcmahon,59,Medium,High,True,21
Teresa Thompson,27,Medium,Medium,True,65
Joseph Tran,90,Medium,Medium,True,3
Roger Woodard,89,High,Medium,True,77
Donald Hill,52,Medium,Medium,True,63
David Lucas,38,Medium,High,False,33
Evelyn Steele,84,Low,High,True,38
Brian Harrell,64,Low,Low,False,90
David Lowe,18,High,High,False,68
David Baker,14,Low,Low,False,28
Nicole Duncan,43,Low,High,False,1
Edwin Cook,100,Low,Low,True,14
Dylan Austin,7,High,High,False,20
Daniel White,92,Medium,High,False,99
Tyler Davis,11,High,Low,True,58
Mary Porter,50,Low,Medium,False,23
Evan Zimmerman,80,High,Low,True,39
Mary Rodriguez,51,Low,Medium,True,34
Matthew Decker,87,Medium,Medium,False,52
Dana Morse,85,High,High,False,6
Joshua Hill,70,Low,High,False,64
Mr. Daniel Rojas,39,Low,Low,True,94
Maureen Simmons,99,Medium,High,True,71
Johnny Kim,9,High,High,False,10
Edward Perkins,62,High,High,True,21
Miss Michele Mcguire,35,Low,Medium,True,83
Jerry Simmons,88,Low,High,True,19
Samantha Patterson,49,Low,Medium,True,35
Misty Miller,71,Medium,Medium,False,16
Kurt Robertson,24,High,Low,True,95
Charles Sanchez,69,High,Low,False,44
Kevin Taylor,7,High,Low,True,36
Justin West,58,Low,Low,False,49
Michael Lopez,63,Medium,Medium,False,3
Kevin Huffman,21,Low,Low,False,38
Timothy Thomas,60,Medium,Low,True,95
Adam Simmons,36,High,Medium,False,35
Bryan King,57,High,High,False,46
Laura Dudley,45,High,Medium,True,92
Danny Gonzalez,72,Medium,Low,False,85
Julie Mitchell,41,Low,Low,False,68
Natalie Crawford,42,Medium,Low,False,52
Christine Bowers,64,High,High,False,87
Bryan Bowers MD,84,Medium,High,False,21
David Bean MD,56,High,High,False,86
Warren Cox,59,High,Medium,True,44
Jeanne Tyler,15,Medium,Low,True,74
Darius Matthews,36,Medium,High,False,69
Cassandra Harper,97,Low,Medium,False,26
Mary Reid,48,Low,Medium,False,58
Richard Cooper,65,Medium,Medium,False,12
Tyler Olsen,85,Medium,Low,False,58
Danielle Gutierrez,65,Low,Medium,True,51
John Pacheco,53,Low,High,False,66
Tristan Palmer,84,Medium,High,True,22
Joshua White,82,Medium,Low,True,57
David Lewis,74,Low,Low,True,5
Alexander Manning,72,Low,High,False,4
Devin Holloway,79,Low,High,False,47
Scott Cox,100,Medium,High,False,79
Kristina Rose,88,Medium,High,True,52
Russell Scott,14,High,Low,True,92
Erin Scott,89,Low,Medium,False,54
Charles Baxter,15,Medium,Low,False,68
Patrick Whitaker,93,Medium,Low,True,98
Justin Ramirez,29,Medium,Low,False,56
Heidi Mcconnell,5,Low,Medium,False,100
Bianca Wagner,64,Medium,Medium,True,99
Mario Davenport,91,High,Low,False,52
Sandra Gonzalez,53,High,High,False,55
Mrs. Erica Hughes,96,Medium,Low,True,99
Justin Fisher,82,Low,Medium,True,12
Michael Castillo,32,High,Low,True,96
Dennis Schmidt,26,Low,Medium,False,81
Daniel Fischer,70,Low,Low,True,50
Danny Avila,79,Medium,Low,True,38
Katherine Clark,43,High,Medium,True,56
Cody Lynn,6,Medium,Medium,False,64
Amy Rangel,25,Low,Medium,True,12
Sandra Hamilton,6,Low,Low,False,22
Matthew Rodriguez,61,High,High,True,19
Brittany Moore,45,High,High,False,95
Mark Schmitt,95,Low,Medium,True,98
Tamara Higgins DDS,94,Medium,High,True,63
Rebecca Wilkins MD,10,Low,Medium,True,99
Timothy Wong,13,High,Medium,False,13
Elizabeth Melton,19,High,Medium,True,17
Ann Cummings,27,Low,Medium,True,6
William Sherman,63,High,High,False,2
Melissa Jordan MD,21,High,Medium,True,6
Robert Contreras,36,Medium,Low,False,43
Lawrence Gordon,49,Medium,High,True,47
Allen Jackson,1,Medium,Low,False,84
Shelly Lee,0,Low,Medium,False,54
Christopher Brown,98,Medium,High,False,53
Natalie Matthews,53,High,High,True,12
Vanessa King MD,34,Medium,Medium,False,68
Jessica Williams,96,High,Medium,False,25
Jose Morton,64,Low,High,False,3
Stephanie Butler,61,Low,Low,False,68
Darren Cabrera,100,Medium,Low,False,30
Evan Klein,31,Medium,Low,False,6
Andrew Wilcox,31,Medium,Low,False,80
Jillian Cunningham,62,Low,Low,True,71
Ronald Phillips,43,Medium,High,False,98
Chelsea Martinez,44,Low,High,True,54
Peter Thomas,93,Medium,High,True,85
Shawn Jackson,100,Medium,Low,True,27
Spencer Conley,11,Medium,Low,False,62
John Rosario,32,Low,Medium,True,53
Mary Garcia,14,Medium,Low,True,28
Anthony Smith,21,Medium,High,True,75
Patricia Davidson,5,High,High,True,41
Ruth Hall,58,Medium,Medium,False,19
Donald Simpson,17,Low,Medium,False,81
Traci Harrison,30,High,Low,True,89
Alexander Curtis,7,Low,Low,True,42
Michelle Garcia,55,Low,Medium,True,69
Kim Carter,43,Low,Low,True,8
Joshua Rodriguez,46,Low,Low,True,95
Clayton Harmon,75,High,High,True,95
William White,6,Low,Medium,False,72
Christina Byrd,47,High,Medium,False,61
John Mason,12,Medium,Low,True,6
Cindy Brown,53,Medium,High,True,51
Troy Jackson,94,Low,High,True,57
Lauren Vargas,68,Low,Medium,False,29
Sean Stone,93,High,High,False,54
Bradley Lee,6,High,Medium,True,11
Virginia Orozco,40,Low,Low,True,6
Jamie Mcgee,99,Low,Low,True,71
Steven Smith,58,Medium,Low,True,68
Zachary Shaw,42,Low,Low,True,61
Kristie Knight,36,Low,Low,False,57
Ashley Baker,51,Medium,Low,True,65
Brian Martinez,60,Low,Low,False,44
John Mendoza,4,Low,Medium,True,60
Willie Fletcher,42,High,High,True,33
Heather Day,63,Medium,Medium,False,52
Katherine Williams,18,High,High,False,1
Nicole Mclean,43,Medium,Low,True,83
Alex Rose,24,High,Medium,False,87
Deborah Hood,57,Low,Low,False,79
David Macdonald,48,Medium,Low,False,45
Elijah Montgomery,31,Medium,Low,True,12
Jacqueline Cole,87,Low,Low,True,69
Karen Moore,12,High,Medium,True,18
Timothy White,40,Low,Low,False,15
Kathy Simmons DVM,11,High,High,False,99
Colleen Simmons,39,Low,Medium,True,13
Anthony Medina,9,High,Low,True,35
Susan Farley,37,Low,Low,False,47
Natalie Brewer,100,Low,Medium,True,98
Aaron Parker,70,High,Low,False,58
Tony Hawkins,75,High,High,True,40
William Wagner,92,High,Low,False,48
Shane Powell,6,Medium,High,True,46
Todd Taylor,52,High,High,False,15
Brenda Lewis,27,High,Medium,True,87
Susan Waller,95,Low,Medium,True,76
Michael Silva,93,Low,High,False,16
Wendy Leblanc,86,Low,Low,True,93
Adam Martinez,3,Medium,High,True,68
Pamela Delgado,41,Medium,Medium,False,57
Jonathan Scott,25,Low,High,False,54
Christopher Humphrey,38,Medium,Medium,True,3
Jessica Cisneros,40,Medium,Medium,False,45
Anthony Powell,69,Low,Low,False,18
Dr. Vickie Simon,26,High,Medium,False,14
Todd Brewer,43,Medium,Medium,False,38
Jason Walker,37,High,Low,True,46
Michael Brock,82,High,Medium,False,8
Juan Thompson,87,Medium,Medium,True,26
Todd Johnson,9,Low,Medium,False,41
Elizabeth Clay,35,Medium,Low,False,6
Laura Neal,23,Low,Medium,True,71
Lindsey Melendez,42,High,Medium,False,86
Lori Martin,90,Medium,Low,False,96
Rachel Jackson,1,High,Medium,True,10
Donald Brown,44,High,Medium,True,76
Allison Wheeler,53,High,Low,True,34
Nicholas Hubbard,21,High,High,False,20
Veronica Villanueva,89,High,High,False,65
George Rush,12,Medium,High,False,12
Jason Martin,8,High,Medium,False,43
John Jones,93,Medium,Medium,False,39
John Watson,9,High,High,True,60
Stephanie Romero,56,Low,High,True,79
Michael Monroe,87,High,High,True,89
Misty Ryan,28,High,High,True,64
Deborah Best,49,Medium,Medium,False,16
William Graham,48,High,Low,False,38
Dustin Johnson,13,High,Low,True,87
Autumn Marshall,94,High,Medium,False,80
Jennifer Robertson,61,High,High,False,75
Michael Burns,18,High,Low,True,26
Thomas Lamb,58,High,High,False,91
William West,38,Medium,High,True,62
Elizabeth Rice,74,High,Low,False,85
Stephen Reed,68,Medium,Medium,False,57
Michelle Marshall,2,High,High,False,67
Brian Clark,67,High,Low,False,17
John Russell,70,Medium,High,True,21
Charles Green,57,High,Low,True,94
Randall Davis,2,High,Low,False,97
Aimee Graves,55,High,Medium,True,2
Molly Soto,83,Medium,Medium,False,36
Wendy Williams,32,Low,High,False,100
Carrie Bell,93,Low,High,True,91
Christina Harper,4,Medium,Low,False,15
Keith Gonzalez Jr.,75,Medium,Low,False,35
Vanessa Jones,16,Low,High,True,22
Peter Phillips,64,Low,Medium,False,53
Janet James,22,Low,High,False,92
Kimberly Black,39,High,Low,False,53
Kaitlin Rodriguez,76,High,High,False,59
Matthew Jordan,26,Low,High,False,41
Jason Blair Jr.,21,High,Low,True,34
Roberto Ramos,44,Low,Low,False,43
Matthew Thompson,51,High,Medium,True,98
Michael Thomas,57,Medium,Medium,True,17
Brooke Wilson,71,Low,High,True,26
Tanya Singh,94,Medium,High,False,77
Brittany Cole,3,Low,Medium,True,56
Elizabeth Schultz,69,Low,Medium,True,65
Albert Romero MD,84,Low,Medium,False,40
John Ware Jr.,77,Medium,Low,True,66
Natalie Watkins,13,High,High,False,32
Charles Johnson,21,Medium,High,False,96
Leslie Nguyen,18,High,High,False,59
Robert Gilbert,56,Low,High,False,86
Shawn Alvarez,49,Low,Medium,False,4
Miranda Spencer,3,Low,High,True,22
Nancy Brown,34,Low,High,False,0
Brandy Hunter,55,Medium,Low,True,68
Alexandra Johnson,12,Medium,Medium,False,20
Thomas Johnson,39,Medium,Medium,True,47
Kristopher Johnson,14,Medium,Medium,False,7
Aaron Austin,69,High,Medium,False,0
Christopher Diaz,67,Medium,Medium,True,80
Monica Sanchez,62,High,Low,True,62
Cole Martinez,97,Medium,High,False,83
Michael Jones,82,Low,Medium,True,24
Kyle Cruz,5,Low,Low,False,63
Robert Parker,19,Medium,High,False,11
Elizabeth Gardner,71,Medium,Medium,True,70
Brenda Jones,96,Medium,Medium,False,41
Mary Hall,97,Medium,Medium,False,7
Daniel Garner,64,Medium,High,False,38
Melanie Roberts,96,High,Low,True,75
Adam Holland,8,Medium,Medium,True,85
Kevin Smith,52,Medium,Medium,True,94
Casey Williams,93,Medium,High,False,30
James Grimes,50,High,Low,False,75
Karen Neal,52,Low,Medium,True,90
Megan Schwartz,94,High,Medium,True,46
Terri Horton,66,Medium,High,False,81
Sherry Carpenter,79,Low,Medium,True,60
Bryan Hess,25,Low,Low,True,30
Donald Morgan,65,High,High,True,95
Ariel Walsh,73,Low,High,True,94
Robert Armstrong,16,High,High,True,62
Amber Santos,55,Low,Low,False,88
William Hernandez,19,Medium,High,False,77
Destiny Grant,13,High,Low,False,5
Brian Harris,41,Low,Low,False,25
Mallory Morgan,34,Medium,High,False,14
Crystal House,90,Medium,Medium,False,3
Corey Ortiz,18,High,Medium,False,12
Lisa Conner,76,Medium,Low,True,53
Andrew Newman,11,High,Low,True,35
Michael Vega,45,High,High,True,75
Ronald Elliott,30,Low,Low,True,35
Valerie Malone,27,Medium,Medium,True,90
Michael Lawrence,51,Low,Medium,True,72
David Martin,76,Medium,High,False,15
Jamie Cook,43,High,Low,True,43
Crystal Mccormick,83,High,Medium,True,49
Ashley Thompson,89,Low,Medium,True,99
Chelsea Wilkinson,54,Medium,High,True,6
Chad Lewis,74,High,High,False,30
Michelle Farmer,43,High,Low,True,33
Sally Taylor,88,Low,Medium,True,94
Matthew Myers,78,High,Medium,False,23
Diana Williams,8,Low,High,True,10
John Smith,36,Medium,Low,False,1
Ethan Hobbs,81,Low,Medium,True,76
Ann Hughes,48,High,Medium,False,38
Ronnie Hale,23,High,Medium,False,55
Sheila Ford,82,Low,Medium,True,37
Denise Franco,87,Medium,Medium,True,50
Tyler Moore,59,Low,High,False,53
Logan Gutierrez,25,Low,High,False,4
John Evans,66,Medium,Medium,False,87
Charles Cherry,81,High,Medium,True,17
Matthew Johnson,20,Low,High,False,35
Melanie Jones,43,Medium,Low,False,67
Arthur Grant,30,Low,High,True,91
Angel Smith,63,Low,Medium,True,10
Abigail Myers MD,11,Medium,High,False,5
Paul Thomas,16,High,Low,True,64
Jason Weber,7,Low,High,False,59
Amy Jones,53,High,High,True,50
Sara Hubbard,92,Medium,Medium,False,12
Shannon Thomas,1,Medium,Medium,False,51
Austin Rivera,56,Low,Medium,True,74
Jennifer Fields,40,Medium,Medium,True,70
Megan Smith,46,High,Low,False,20
Vincent Price,9,High,Medium,False,42
Mary Cordova,55,Low,Low,False,24
Donald Estrada,72,Medium,Low,False,31
James Long,68,Medium,Low,False,1
Christopher Weeks,20,Medium,Low,True,5
Seth Lawrence,78,Medium,Medium,True,17
Daniel Martin,21,Low,High,True,42
Keith Jackson,64,Medium,Low,True,22
Renee Leonard,72,Medium,High,False,62
Raven Baker,40,Medium,Medium,False,0
Nathaniel Spence,13,Low,High,True,12
Deanna Gray,45,Low,Low,True,16
James Little,44,Low,Low,False,36
Ashley Wilcox,10,Medium,High,False,56
Jessica Smith,63,High,Low,False,98
Jody Rogers,59,Medium,High,True,84
Charles Martin,37,High,Low,True,10
John Morris,85,Low,High,True,37
Joseph Marsh,77,Low,Medium,True,24
Lauren Flores,52,High,Medium,False,60
Troy Knight,3,High,Low,True,61
Gina Davis,81,Low,Medium,False,9
Aaron Bryant,1,Low,Low,True,39
David Jones,82,Low,Low,True,53
Steven Harris,8,Medium,Low,False,40
Christopher Snow,77,Low,Low,True,95
Ryan Ward,99,High,Low,True,2
Erica Peterson,35,Medium,Medium,False,10
William Jones,79,Low,Medium,True,83
Lawrence Mcmillan,89,High,Low,True,59
Vincent Leonard,67,Low,Medium,False,98
Travis Wade,6,Low,Medium,False,57
Raymond Larson,78,Medium,Medium,True,37
Jody Brown,54,Medium,Low,False,83
Jasmine Barnett,6,Low,High,True,67
Randall Davis,86,Low,Low,True,6
Leslie Mueller,84,Low,Medium,False,71
Savannah Howell,60,Low,High,False,69
Ashley Adams,3,Low,Medium,False,34
Sandra Wilson,29,High,Medium,True,81
Eric Landry,96,Medium,Medium,False,56
Jennifer Price,19,Low,High,True,12
Felicia Rhodes,45,Low,High,True,43
Christina Stein,0,High,High,True,55
Sara Bell,49,Medium,Low,True,25
Angelica Thompson,73,High,Low,False,82
Rachel Murray,93,High,High,False,81
Kathleen Henson,17,High,Medium,False,95
Rachel Marshall,52,High,High,False,51
Denise Franklin,53,Low,Medium,False,0
William Jones,90,Medium,High,True,86
Rachel Lopez,15,High,Medium,True,10
Steven Callahan,95,Low,High,True,42
Courtney Bradford,37,Medium,High,False,57
Michael Harris,83,Low,High,False,71
Maureen Payne,29,High,Low,False,50
Alexander Perez,31,High,Medium,False,5
Eric Colon,99,High,Low,True,64
Antonio Schmidt,60,Medium,Low,False,39
Joshua Rodriguez,30,Low,Low,False,99
Brooke Franklin,84,Low,Low,True,59
Jonathan Cherry,1,Medium,Low,False,82
Sarah Williams,78,Low,Low,False,16
Heather Randall,65,High,High,True,2
